메르세데스-벤츠	독일	country	메르세데스-벤츠 W140은  << _obj_ >> 의 다임러 벤츠가  << _sbj_ >>  브랜드로 전개한 3번째 S클래스이다.
펄바_주	에스토니아	country	펄바는  << _obj_ >>  남동부에 위치한 도시로,  << _sbj_ >> 의 주도이며 면적은 5.5㎢, 인구는 6,314명, 인구 밀도는 1,100명/㎢이다.
김수항	김창집	child	 주요 인물로는 조선조 김번, 김극효, 김상용, 김상헌,  << _sbj_ >> ,  << _obj_ >> , 김창협, 김창흡, 김창업, 김원행, 김조순, 순원왕후, 김좌근, 김병연, 김병학, 김옥균, 김좌진등이 있다.
고요한	FC_서울	team	2002년  << _obj_ >>  스카우트로 선임되어 이청용, 고명진,  << _sbj_ >> , 송진형, 한동원 등을 발굴하는 데 일조하였으며 그 후 FC 서울의 유소년팀인 리틀 FC 서울의 코치를 거쳐 현재 대한민국 최초 FC 바르셀로나 공식 축구 학교, FCBESCOLA 시흥의 총감독으로 재직중이다.
한동원	FC_서울	team	2002년  << _obj_ >>  스카우트로 선임되어 이청용, 고명진, 고요한, 송진형,  << _sbj_ >>  등을 발굴하는 데 일조하였으며 그 후 FC 서울의 유소년팀인 리틀 FC 서울의 코치를 거쳐 현재 대한민국 최초 FC 바르셀로나 공식 축구 학교, FCBESCOLA 시흥의 총감독으로 재직중이다.
바실리카타_주	이탈리아	country	포텐차 현은  << _obj_ >>   << _sbj_ >> 의 이탈리아의 현이다.
미션_임파서블_(영화)	브라이언_드_팔마	director	  << _obj_ >> 의 1996년 영화  << _sbj_ >> 의 후속작이다.
돌렌스카	슬로베니아	country	벨라크라이나는  << _obj_ >>  남동부에 위치한 지방으로  << _sbj_ >>  남부에 위치한다.
한빛원자력발전소	대한민국	country	  << _obj_ >>  고리원자력발전소, 월성원자력발전소,  << _sbj_ >> , 한울원자력발전소 원자력 발전소에 총 10기가 운용중이거나 건설되고 있다.
레코_현	이탈리아	country	레코는  << _obj_ >>  북부 롬바르디아 주의 도시로,  << _sbj_ >> 의 현도이다.
북캅카스_연방관구	러시아	country	알렉산드르 겐나디예비치 흘로포닌은  << _obj_ >> 의 사업가이자 정치인으로, 2010년부터  << _sbj_ >>  대통령 전권 대표를 맡고 있다.
사쿠라_시_(도치기_현)	일본	country	가마스사카 역은  << _obj_ >>  도치기 현  << _sbj_ >> 에 있는 동일본 여객철도 도호쿠 본선의 철도역이다.
2010년_FIFA_월드컵_결승전	스페인_축구_국가대표팀	team	 4일 뒤 스코틀랜드는 타이틀을 월드컵 챔피언 이탈리아 축구 국가대표팀에게 넘겨주었으며 타이틀은 헝가리 축구 국가대표팀, 터키 축구 국가대표팀, 그리스 축구 국가대표팀와 스웨덴 축구 국가대표팀을 거쳐 네덜란드 축구 국가대표팀로 넘어가게 되었으며 네덜란드는  << _sbj_ >> 에서  << _obj_ >> 에 패배하기 까지 가장 성공적으로 타이틀을 방어해 내었다.
사망유희	이소룡	starring	 이 구성은 영화의 스토리완 전혀 다르며 굳이 따지면 작고한  << _obj_ >>  주연의 『 << _sbj_ >> 』와 비슷하다.
사망유희	이소룡	starring	 또한 자신의 무술 실력을 바탕으로  << _obj_ >> 의 마지막 작품인 《 << _sbj_ >> 》에서 합기도 고수로 출연했다.
사망유희	이소룡	starring	영화배우로서 활동하기도 하였으며 대표작으로는  << _obj_ >> 이 주연으로 나온  << _sbj_ >> , 이소룡 - 전사의 여행와 액션 진기명기, 에어플레인이 있다.
사망유희	이소룡	director	 이 구성은 영화의 스토리완 전혀 다르며 굳이 따지면 작고한  << _obj_ >>  주연의 『 << _sbj_ >> 』와 비슷하다.
사망유희	이소룡	director	 또한 자신의 무술 실력을 바탕으로  << _obj_ >> 의 마지막 작품인 《 << _sbj_ >> 》에서 합기도 고수로 출연했다.
사망유희	이소룡	director	영화배우로서 활동하기도 하였으며 대표작으로는  << _obj_ >> 이 주연으로 나온  << _sbj_ >> , 이소룡 - 전사의 여행와 액션 진기명기, 에어플레인이 있다.
전장의_크리스마스	사카모토_류이치	starring	오시마 나기사가 13년만에 메가폰을 잡은 작품으로, 영화 《 << _sbj_ >> 》 이래로 오시마 나기사, 기타노 타케시,  << _obj_ >>  트리오가 다시 만났으며, 마츠다 유사쿠의 아들인 마츠다 류헤이의 영화 첫 출연으로도 화제를 모았다.
럼_다이어리	조니_뎁	starring	 2010년에는 《존시스》와 《앤드 순 더 다크니스》, 《존 카펜터의 더 워드》에 출연하였으며, 《드라이브 앵그리》에는 니컬러스 케이지와 더불어 주연을 맡았으며, 《 << _sbj_ >> 》에는  << _obj_ >> 과 함께 영화를 찍었다.
주룽지	원자바오	successor	1999년 9월,  << _sbj_ >>  내각에서 국가발전계획위원회 부주임을 거쳐, 2003년  << _obj_ >>  내각에서 국무원 부비서장을 지냈다.
호뀌리	호한뜨엉	successor	2. 휘녕공주 -  << _sbj_ >> 의 정실부인이자  << _obj_ >> 의 생모, 호뀌리가 즉위하자마자 대자황후로 추존.
루이지_카도르나	아르만도_디아츠	successor	 카포레토 전투 후 해임된  << _sbj_ >> 의 후임자인 이탈리아군 최고사령관  << _obj_ >> 장군은 피아베 지역에 대해 방어라인을 강화하고 부대들을 집중 배치시켜 놓고 있는 실정이었다.
발트_해	독일	country	한자 동맹은 13세기~17세기에  << _obj_ >>  북쪽과  << _sbj_ >>  연안에 있는 여러 도시 사이에서 이루어졌던 연맹이다.
포_강	이탈리아	country	테베레 강은  << _obj_ >> 에 있는 강으로서 총 길이 406Km로  << _sbj_ >> 과 아디게 강 다음으로 긴 강이다.
에게르	헝가리	country	헤베시 주는  << _obj_ >>  북부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 3,637㎢, 인구는 328,000명, 인구 밀도는 90명/㎢이다.
페치_(헝가리)	헝가리	country	버러녀 주는  << _obj_ >>  남부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 4,430㎢, 인구는 396,600명, 인구 밀도는 90명/㎢이다.
아멜리에	오드리_토투	starring	 그가 할리우드에서 영화를 한 영향으로 다음 프로젝트  << _obj_ >>  주연의  << _sbj_ >> >를 쉽게 찍을수 있게 되었다.
코시체	슬로바키아	country	코시체 주는  << _obj_ >>  북동부에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 6,752㎢, 인구는 775,509명, 인구 밀도는 115명/㎢이다.
슈체코치니	폴란드	country	슈체코치니 열차 충돌 사고는 2012년 3월 3일  << _obj_ >>   << _sbj_ >> 에서 일어난 열차 충돌 사고이다.
이시노마키_시	일본	country	게센누마 선은  << _obj_ >>  미야기 현  << _sbj_ >> 의 마에야치 역부터 게센누마 시의 게센누마 역까지를 잇는, 동일본 여객철도의 지방 교통선이다.
우나기	이마무라_쇼헤이	director	 1997년 개봉된 《실락원 》도 큰 성공을 거뒀으며  << _obj_ >>  감독의 《 << _sbj_ >> 》가 칸 영화제 황금종려상을 수상하며, 2년간 20개 이상의 영화상을 수상했다.
비스와_강	폴란드	country	프워츠크는  << _obj_ >>  중부 마조프셰 주에 위치한 도시로,  << _sbj_ >> 과 접하며 면적은 88.06㎢, 높이는 60m, 인구는 126,675명, 인구 밀도는 1,400명/㎢이다.
산티아고_카니사레스	발렌시아_CF	team	 라울은  << _sbj_ >> 를 빙 돌아  << _obj_ >> 의 골네트를 갈랐다.
코르처_주	알바니아	country	포그라데츠는  << _obj_ >>  남동부에 위치한 도시로,  << _sbj_ >> 에 속하는 현인 포그라데츠 현의 현청 소재지이며 높이는 650m, 인구는 30,000명이다.
페친_현	알바니아	country	페친 또는 페치니는  << _obj_ >>  중부에 위치한 도시로, 엘바산 주에 속하는 현인  << _sbj_ >> 의 현청 소재지이며 인구는 약 10,000명이다.
크루여_현	알바니아	country	크루여 또는 크루야는  << _obj_ >>  중북부에 위치한 도시로, 두러스 주에 속하는 현인  << _sbj_ >> 의 현청 소재지이며 인구는 15,829명이다.
저메인_페넌트	리버풀_FC	team	 12월 16일, 그는  << _obj_ >> 와의 경기에서  << _sbj_ >> 를 넘어뜨려 페널티킥의 빌미를 제공하였다.
중앙그리스_주	그리스	country	리바디아는  << _obj_ >>  중부에 위치한 도시로,  << _sbj_ >> 에 속하는 현인 보이오티아 현의 현청 소재지이며 면적은 698.8㎢, 높이는 200m, 인구는 33,152명, 인구 밀도는 47명/㎢이다.
발터_울브리히트	빌리_슈토프	successor	 1973년 8월 1일  << _sbj_ >>  국가평의회 의장이 사망한 뒤부터 1973년 10월 3일  << _obj_ >> 가 국가평의회 새 의장으로 선출될 때가지 국가평의회 의장 권한대행을 역임했다.
브라차	불가리아	country	브라차 주는  << _obj_ >>  북서부에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 3,621.8㎢, 인구는 235,189명, 자동차 번호는 BP이다.
터르고비슈테	불가리아	country	터르고비슈테 주는  << _obj_ >>  북동부에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 2,716.5㎢, 인구는 137,689명, 자동차 번호는 T이다.
슬리벤	불가리아	country	슬리벤 주는  << _obj_ >>  남동부에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 3,544㎢, 인구는 218,474명, 자동차 번호는 CH이다.
로베치	불가리아	country	로베치 주는  << _obj_ >>  북서부에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 4,128.8㎢, 인구는 167,931명, 자동차 번호는 OB이다.
자카르파탸_주	우크라이나	country	 동쪽으로는 마라무레슈 주, 서쪽으로는 헝가리 서볼치서트마르베레그 주, 북쪽으로는  << _obj_ >>   << _sbj_ >> , 남쪽으로는 비호르 주, 설라지 주와 접하며 2개 시와 4개 마을, 59개 지방 자치체를 관할한다.
이바노프란키우스크_주	우크라이나	country	 동쪽으로는 수체아바 주, 서쪽으로는 사투마레 주, 북쪽으로는  << _obj_ >>   << _sbj_ >> 와 자카르파탸 주, 남쪽으로는 설라지 주와 클루지 주, 비스트리차너서우드 주와 접하며 2개 시와 11개 마을, 63개 지방 자치체를 관할한다.
브러일라	루마니아	country	브러일라 주는  << _obj_ >>  남동부 문테니아 지방에 위치한 주로, 주도는  << _sbj_ >> 이며 면적은 4,766㎢, 인구는 373,174명, 인구 밀도는 78명/㎢, ISO 3166-2 코드는 RO-BR이다.
부셰르_원자력_발전소	이란	country	 시만텍의 보안 대응팀 책임자인 Kevin Hogan은 감염된 시스템 중 약 60%가  << _obj_ >> 에 있으며, 따라서 이란의 중요 목표인  << _sbj_ >>  또는 나탄즈에 있는 우라늄 농축 시설 중 하나를 공격하는 것이라고 추측한다.
댄싱퀸_(영화)	대한민국	country	《 << _sbj_ >> 》은 이석훈 감독의 2012년  << _obj_ >> 의 코미디 영화이다.
아베디_펠레	릴_OSC	team	 그의 아버지,  << _sbj_ >> 는 프로 축구 선수로, 당시  << _obj_ >>  소속이었다.
병아리_(드라마)	아리무라_카스미	starring	2017년 《 << _sbj_ >> 》 -  << _obj_ >>
오카자키_시	일본	country	니시오카자키 역은  << _obj_ >>  아이치 현  << _sbj_ >> 에 있는 도카이 여객철도 도카이도 본선의 철도역이다.
부저우_주	루마니아	country	부저우는  << _obj_ >>  왈라키아 지방에 위치한 도시로,  << _sbj_ >> 의 주도이며 면적은 81.3㎢, 인구는 134,227명이다.
인크레더블	브래드_버드	director	《아이언 자이언트》는 《 << _sbj_ >> 》과 《라따뚜이》를 감독한  << _obj_ >> 의 애니메이션 영화로, 당시 극장 흥행에는 성공하지 못했으나 오랫동안 사랑을 받고 있으며 애니메이터들 사이에서 높이 평가받고 있다.
파리_대학교	프랑스	country	 1926년 3월  << _obj_ >>   << _sbj_ >>  문과를 졸업했고 같은 해 7월 17일 조선으로 귀국했다.
아라드_주	루마니아	country	아라드는  << _obj_ >>  서부에 위치한 도시로,  << _sbj_ >> 의 주도이며 면적은 46.18㎢, 인구는 167,238명이다.
니아리_주	콩고_공화국	country	음빈다는  << _obj_ >>  서부에 위치한  << _sbj_ >> 의 도시로, 가봉 국경과 가까운 지점에 위치한다.
문경은	서울_SK_나이츠	team	서울 SK 나이츠:  << _obj_ >> 의 2009년 스쿼드를 기준으로 만들어진 스페셜 캐릭터. 파워포워드인 김민수  방성윤, 포인트가드인 주희정, 스몰포워드인  << _sbj_ >> 을 선택할 수 있다.
리옹	프랑스	country	 2003년 6월 28일 레위니옹과  << _obj_ >>  파리  사이의 장거리 노선을 취항한데 이어 2005년 레위니옹과 마르세유 및  << _sbj_ >> 으로 이어지는 두 번째 장거리 노선을 열었다.
제_간공	제_평공	successor	 이와 같이 규성 전씨 재상이 제나라 임금과 같이 된 것은 증조부 전 성자가  << _sbj_ >> 을 시해하고  << _obj_ >> 을 옹립한 때부터 계속되었다.
마치바_구	세르비아	country	 세르비아 남북을 연결하는 이바르 고속도로, 아드리아 해 연안과 보스니아 헤르체고비나,  << _sbj_ >> 의 비옥한 지대와 보이보디나의 곡창 지대, 세르비아 서부의 주요 도시인 샤바츠, 우지체, 로즈니차, 바이나바슈타 등을 통과하는 아르테리알 고속도로가 발레보를 경유하며  << _obj_ >> 와 몬테네그로, 아드리아 해 연안을 연결하는 베오그라드-바르  철도가 지나간다.
니시_구_(하마마쓰_시)	일본	country	마이사카 역은  << _obj_ >>  시즈오카 현 하마마쓰 시  << _sbj_ >> 에 있는 도카이 여객철도의 철도역이다.
이와타_시	일본	country	도요다초 역은  << _obj_ >>  시즈오카 현  << _sbj_ >> 에 있는 도카이 여객철도의 철도역이다.
카타르_스타스_리그	카타르	country	 현재 소속팀은  << _obj_ >>   << _sbj_ >> 의 알아라비 스포츠 클럽이다.
스메데레보	세르비아	country	포두나블레 구는  << _obj_ >>  중부에 위치한 구로 행정 중심지는  << _sbj_ >> 이며 면적은 1,248㎢, 인구는 210,290명, 인구 밀도는 168.5명/㎢이다.
피로트	세르비아	country	피로트 구는  << _obj_ >>  남동부에 위치한 구로 행정 중심지는  << _sbj_ >> 이며 면적은 2,761㎢, 인구는 105,654명, 인구 밀도는 38.3명/㎢이다.
엣하르_다비츠	네덜란드_축구_국가대표팀	team	아약스는 1990년대에 판할의 리더쉽 하에 성공을 거두었으며,  << _obj_ >> 은 파트릭 클라위버르트, 마르크 오버르마르스, 데니스 베르흐캄프, 프랑크 더 부르, 로날트 더 부르,  << _sbj_ >> , 클라렌서 세이도르프, 빈스톤 보하르더, 미하얼 레이지허르, 에드빈 판데르사르의 아약스 선수들이 주축을 이루었다.
사나그_주	소말리아	country	에리가보는  << _obj_ >>  북부에 위치한 도시로,  << _sbj_ >> 의 주도이며 도시 인구는 180,000명, 광역 도시권 인구는 150,000명이다.
오라셰	보스니아_헤르체고비나	country	 슬라보니아 동부에 위치하며 사바 강을 경계로  << _obj_ >>   << _sbj_ >> 와 접한다.
타케크	라오스	country	우정의 다리는  << _obj_ >> 의 도시  << _sbj_ >> 와 타이의 주 나콘파놈 주를 연결하는 다리 이다.
시우다드델에스테	파라과이	country	우정의 다리는 브라질의 도시 포스두이구아수와  << _obj_ >> 의 도시  << _sbj_ >> 를 잇는 다리 이다.
